snid,galaxy_id
7483,7401459
7914,3929649
7717,3970036
7545,268416
8292,3930179
8278,1419124
7756,240605
7141,3981678
7263,11679830
7952,20295027
7160,1556461
7966,12379861
7266,3930526
8316,13570358
8335,3217942
7928,14056220
8296,20288066
7691,1420290
7199,7849655
8208,17059907
7562,7388086
8384,19271116
7090,11685612
7216,19066165
7686,3982748
7569,1410355
7884,10565861
8356,266348
8063,12686817
7047,3974889
7409,19270117
7398,20295083
7472,20295355
7276,15685869
7941,7401966
7546,1413848
7313,4752706
8140,7395751
8432,11306398
7945,20290378
7327,246270
7594,4519329
7227,10496619
7641,11678024
8133,8770747
8086,3930472
7054,7401993
8286,3206553
8238,7402070
7426,3976436
8309,8773052
7324,20290184
7831,20298096
7228,1878710
7754,3976468
7878,4505653
8029,3201654
7388,15670834
8080,1409108
8128,4760399
7115,12478875
7385,20282561
7488,1409141
8213,15340309
8174,14281321
7108,3936954
7254,3936774
7302,19072780
7853,14066523
7925,20282084
7533,11308878
8005,8773450
8391,20276462
7610,3982625
8025,3217401
8115,19272349
7197,259374
7238,11310327
7596,14057624
7592,19272473
7763,13561499
7822,115987
8034,1413525
7272,11312831
7865,21278079
8210,11687029
8232,1900412
7128,19073469
8189,4500304
7429,1886108
7101,14402413
8430,20998543
8425,20401206
8294,7850241
7180,14063687
8322,15452588
8352,21008989
8109,1418856
7112,7401713
8181,14063280
7932,251609
7857,14058990
7285,10496634
7077,15669097
7515,11312171
8382,15681261
7295,12374759
7879,257679
8081,15687813
8230,13245916
7891,115907
8402,12687434
8321,252184
8077,4762053
7980,11688445
8254,3929972
7191,3205603
7943,4504016
8170,14271140
7739,1883394
8297,3212880
8257,1401059
7768,262821
7223,12379927
8154,10496632
8028,254204
8015,244798
7989,16659083
8416,3930679
7556,122759
7408,3217696
7627,11305805
7699,3982599
7478,20401700
7582,1266727
7258,4747298
7832,16674759
8378,14056208
7436,3219842
7423,11685510
8159,14261087
7793,15454320
7140,3930501
8353,7403316
7816,3983930
8155,19267246
7424,7847293
7231,4751824
8136,254165
7149,11684435
7442,21006647
7396,3936485
8262,11689564
8178,15452832
7644,11672891
7307,11307985
7490,259079
7946,19031014
8330,11312146
8171,1403452
7154,17096428
7136,20281936
8306,12372815
7318,20295074
8264,10496611
7304,14045333
7591,3208580
7921,12642236
8342,4753819
7721,1413758
7329,17087121
7503,266355
7718,10565552
7554,14041376
7437,14267211
7555,3213761
7746,3936713
7275,20284642
7495,13566174
8172,262681
7850,1420305
7058,1414303
7798,4498460
7600,20282553
8354,3211541
8060,3938277
8333,1417302
8261,10001551
7435,3979599
7507,3219353
8158,20292382
7726,21009232
8274,4762017
7156,19273313
7098,3206018
7209,4758991
7164,15678105
7664,14047281
8035,12374736
7903,3984006
8134,13551769
14875,8966343
15303,2798905
13952,1952473
15517,14797708
13861,4559452
13979,15073566
15274,14789773
13943,12929404
14139,17137967
15214,14804225
14176,820344
15554,4546274
14025,1968103
14435,4118900
14109,4557070
13736,6546328
14793,1586060
13959,4556903
15497,816933
13614,1968121
15405,3106374
14352,15391700
14582,17578397
14166,17567344
14629,2799399
14808,1957318
13955,8968075
13617,808274
15002,15074080
14206,17584477
14116,9339857
14761,17144969
14360,9339727
15446,2906586
15557,6209163
14249,14318480
15269,17582225
13641,17138559
14208,9499196
13849,1968156
15407,6541494
14187,17582354
15487,8966237
14065,12214294
15624,14804476
15053,17140953
15544,1956287
14385,15067115
13623,6209658
14520,3122930
15083,2903980
14978,3125612
13769,4559582
14261,1953672
14165,6199719
14150,15075136
13719,5903606
15604,6210754
15373,17579251
14100,821747
14167,8962086
13722,15064050
14642,12219341
14510,1968866
15293,15369219
13820,9484208
15324,17140922
15428,6200054
14540,14804536
15556,17582381
14111,1710070
13706,17138506
13798,17578871
14756,14807547
13735,15776978
13834,1968112
14702,3122718
15548,1968189
14722,17582285
15494,14318918
14637,2803597
14379,1948807
14267,15371948
14661,1946652
13877,1943657
14060,17129004
13806,1702976
15352,808241
14033,1713811
14445,8965956
13629,14801731
14827,821647
13901,823544
13938,823144
13869,4556636
13670,8967274
15493,813622
14517,8967813
14016,17578977
14183,12208109
14090,5903221
15442,14796073
15027,1708389
14488,4557156
15628,14793891
14804,1585260
14214,14792675
15602,17138543
15092,14303822
15139,15391616
15555,11557811
15192,1579215
14439,3125767
14233,6546819
14871,1708668
15359,17134361
13667,1710026
14747,12219232
14602,814677
15383,14791307
14454,6540598
15127,14804153
15340,1954291
14268,1584135
14873,2790811
13765,12208678
15109,2803524
15588,3108533
14138,817478
14411,8962065
13753,12219712
14805,5919410
15545,17582206
14229,1950018
14064,9482167
14691,1714476
13691,14803931
15085,14796065
13888,4546172
14002,14806416
14342,8962286
14947,1715604
13884,1956888
14175,15362473
13988,4547517
15141,1967751
14966,15373092
14515,15077725
15315,8959652
13596,1949238
13876,5919468
14856,15391392
15524,3252906
13613,15064835
13628,5037027
13915,6194354
15042,17582365
15290,8966897
15231,12213643
14589,17565381
14507,17567710
14625,6546286
13597,5042910
14131,12207851
15108,811089
13898,2906178
14815,15376544
15084,1965300
15550,12926044
14083,1961537
15594,1969123
14311,17138554
14504,4561741
15606,12784378
14599,14806443
13734,813286
14739,14794192
14466,11557899
15430,15068672
15220,17583032
13733,1949137
13878,1950034
13635,1714416
15080,14320848
15417,4552571
14601,12215601
14865,14805259
13907,6206811
13711,823583
13695,6204915
14801,17564947
13993,8959858
15578,7124736
14883,6539040
15191,5044314
14606,17567470
13700,5044300
15492,5938448
14723,15070763
14521,6210695
14585,1714546
13762,821667
15283,6546400
14306,14304560
15468,5036113
13904,14975631
14706,4546393
14209,17567187
14742,9487208
14110,3106500
14278,17148411
15330,17143463
14160,12213656
14506,1705214
14651,1968576
14737,2903558
14603,1577956
14814,1968614
13673,11557855
14141,823675
14788,2790397
15530,810607
15618,15373560
15620,1715740
15118,14807554
15210,14314616
13639,6202170
13698,14303941
13927,14804461
15611,4548034
14823,813629
15284,15063975
14145,14793894
13928,14793958
14093,1579155
15189,1586085
13730,823588
13932,1953408
14476,1580469
14738,6206681
13902,15074360
14728,12211195
15198,1956976
14862,15078885
14371,17148263
13900,20756008
15016,4560144
14768,8962127
14553,9343257
14315,12219039
13647,14806469
14313,12313027
15119,8960130
14896,12221076
14597,1702901
14936,15064213
14322,4546250
14285,4544529
15526,1954297
14299,17578923
14902,4546307
14878,15063857
15221,1715618
14062,6199735
14392,1956858
15586,8959967
14663,10075070
15065,17146460
15245,14801261
14236,8959385
13929,15069855
15186,15372541
14332,14306950
13658,2800919
13909,808188
13972,15393293
14566,5044353
15252,5043515
13761,17579238
15126,12221227
14535,8962422
13873,15065268
14532,10964397
14753,11544141
15247,4559399
15460,1945113
15188,5043625
13857,821087
13604,14318890
14120,15394414
13880,4556804
14144,11559623
13906,1965239
14082,813750
14733,15076087
14891,5035652
13713,821820
14940,15383845
15204,5912926
15325,15404892
13871,1710005
14954,15372565
14671,1585685
14829,17574026
15091,4559492
14038,2910770
15336,2904065
14248,14804181
15393,5021941
14750,12206952
14957,17571449
13640,5915307
13793,3122799
14273,10962367
13918,4548015
13630,17571849
15403,5035659
14156,2803364
14350,12221230
14847,15376613
15185,15373959
14780,1579187
14538,12219492
14714,5044376
13671,9485460
13728,15065149
14117,14804246
14612,15374305
13860,15373325
14338,17582280
15514,17572437
13795,10051100
14704,5041260
13644,17579404
14066,14803940
13609,15067761
15540,4557216
14121,14302392
14262,9339813
14451,6206386
15178,17579774
13999,5912365
14838,8961769
15137,17136453
13710,1963201
14720,14297971
14324,15792451
15355,5044363
15149,17148729
14500,14795631
15095,15072843
14269,15069865
15242,5949725
15075,5023419
14976,15360593
14105,4557341
14560,1965930
14402,14797540
13643,1711336
15374,15772356
13997,1962876
15466,6206661
15100,14303777
15418,9339780
14509,823568
13917,17145817
14191,6193913
14255,15394308
14114,12221235
15102,15077532
15401,5042109
14961,17578004
15537,14806359
14096,1953989
15194,1709305
14482,4546066
13903,6193886
14851,1704721
14713,15068799
14595,14318671
13923,17148369
14752,14307048
15490,15391053
14623,17136165
14892,5919596
15086,812955
14195,810129
14080,4556742
13810,17135936
14942,3099533
14696,8965949
13982,2912994
15033,12219025
14960,14975916
14227,15078856
15353,1957052
14401,6206189
14353,14794098
15023,4556914
15449,15391793
13637,14320802
13766,8967770
15116,14798255
14218,2911156
13847,6540803
15124,4547865
14362,6198276
14304,1713347
15306,2904420
14854,1968231
14422,825179
14727,17577570
14772,17574297
14275,5036187
15607,5036107
13599,1946389
14182,17148337
14056,1713222
13717,1579246
13747,1956904
15015,10052692
14567,2907783
15597,12221609
14662,3123394
14404,15376634
15264,4556739
13620,10051420
15005,15064328
14264,11556420
15151,14318797
13701,6196718
15003,2904064
14787,12215954
13951,8965760
14172,9343666
15143,9343647
15397,1585396
15529,14297755
15097,12926905
14857,1583863
15061,4546347
14222,14794278
14414,14806435
15176,811103
13858,12208526
14104,6209144
15215,1714629
14190,5919415
14007,12211918
13919,5938455
14803,808255
14990,1707542
13994,6206455
13675,17130203
15009,17146662
13784,15376460
15414,1714606
15049,12219652
14077,17135760
13933,5023192
13913,14320864
13966,6540909
15019,1702985
13678,17140930
14632,14806339
15232,6546416
15499,15076843
14157,1708581
2244,14192637
2118,21196985
2142,14186549
2312,1506636
2571,14190611
2239,17757100
2235,17752081
2759,5507096
2179,14202571
2410,14189849
2386,21218496
2306,21196648
2685,14196418
2503,14199672
2556,14205961
2161,5502796
2499,5507079
2438,5507083
2529,21189700
2630,21200474
2514,14189251
2566,8821972
2380,14199820
2796,21198472
2617,5499657
2282,21221833
2770,18526954
2252,8816527
2750,8845574
2371,2668400
2381,13036716
2349,14208775
2434,6751935
2552,18518901
2232,21184478
2145,21189750
2251,13038099
2259,8829226
2714,21200516
2661,10841914
2558,1519733
2420,21190674
2293,14196519
2115,21183244
2496,14189552
2589,14180184
2704,21197612
2528,14196430
2799,21187176
2650,18522419
2382,21186881
2125,21204259
2479,8827822
2178,17758028
2263,13713316
2195,1500126
2481,14192645
2226,8826806
2441,10904025
2495,14192654
2542,14208787
2390,336834
2121,21187538
2510,8824710
2713,8820544
2695,8821909
2284,21200425
2719,17752975
2247,14181060
2279,21212695
2527,21220307
2139,1511309
2494,8827665
2600,14192717
2518,21200397
2623,21187545
2641,14180869
2642,2662834
2701,8838826
2629,1517752
2779,21189786
2405,21198262
2454,2668425
2303,14192383
2536,8834033
2697,1506452
2313,21218539
2419,13038095
2717,8827911
2658,21188602
2705,14190060
2310,21189726
2425,21218708
2758,10840259
2456,8826605
2214,1506472
2154,8829239
2676,14201572
2183,21186949
2335,21218637
2404,10905120
2176,17753149
2362,12550680
2762,10840337
2288,21206202
2587,13716518
2339,14191977
2800,12550677
2564,5500824
2656,5509138
2440,17752586
2644,21198077
2484,14202868
2332,14192678
2605,8820300
2128,5494692
2387,13039411
2350,2668464
2130,13712393
2690,5500737
2664,6761935
2351,17758357
2706,14192615
2442,21221830
2475,17758327
2482,8824421
2737,21223253
2377,14190653
2250,6759998
2507,1512652
2168,14196517
2616,8820289
2265,5499264
2703,14189941
2132,2668013
2180,13036221
2412,21197480
2189,13713884
2270,2666704
2181,13039449
2619,5499434
2403,1504602
2197,21188874
2660,18520166
2709,14189159
2612,13716496
2162,13035495
2166,21180806
2437,21188555
2602,13045153
2227,8829258
2724,1505209
2426,17757076
2636,4638015
2315,21223144
2783,1502906
2742,2668466
5507,8864672
4876,10919382
4975,8880351
4913,19470450
5181,14898462
5229,8120472
5013,8327228
5551,14709385
5346,5783844
5700,12122179
4827,17805638
4867,11492718
5392,8885823
4741,17799316
4885,5783957
5289,11478251
5631,5551940
5262,8095693
5339,17463820
4747,7729636
4870,14714657
4895,14899277
5575,7505378
4776,5532514
4907,10919755
5650,14698558
5313,7504726
5443,19477043
5053,8337918
5616,5554801
4856,10926119
4830,5795450
5076,7504758
5043,7504707
5126,17464023
4890,11484177
4865,12135364
4691,17801191
5402,17804444
5164,8857804
4694,17450739
5272,19472405
5715,14706344
5052,8100786
4748,8866866
4880,19474233
5593,18385063
5476,14705875
4921,8864151
5519,14721565
5343,14714266
4963,5785465
5516,12136036
4906,5788372
4733,7734069
5658,7729635
5587,5765263
5615,11478219
5249,7505852
4707,8106597
5713,11503083
4806,19470124
4944,12152947
5215,7734060
5471,17445425
5500,7504730
5503,12144794
4928,5797536
5525,12139821
5597,5769591
5039,17236115
4792,10593781
5382,5812124
4715,17460839
5307,8098962
4848,14714346
5363,19483144
5107,18394636
4852,12133204
5270,12126552
4997,17256792
5261,8084186
5572,17445390
4718,7734014
5193,5516605
4724,10605387
4900,17796781
5251,8109291
5429,8335593
4711,5796950
4942,17800869
4785,10934470
5118,8886815
4977,14727217
5529,8867353
5328,7740092
5122,8866982
4908,8119637
5028,17252476
5111,10921601
5081,11492612
5682,14709380
5212,5768877
4810,7729954
5652,8875285
4853,11484015
5241,10605146
5406,8885631
5456,5769614
5420,17252281
5049,14706063
5607,7722599
4968,12593336
4703,8854858
4768,10590468
5710,8082683
5526,8112060
4912,8885965
5045,8106660
5389,8119986
5086,8326443
4770,14714483
5379,19474397
5017,8109359
5356,11484241
5035,7504262
5451,11500757
4803,10927423
4894,12151375
5138,11486483
5009,8866863
4981,17799796
5255,11478291
5091,8885152
5694,5519194
5080,7729218
5135,18383274
5391,11503094
5611,12135450
4986,14909961
5173,8120035
5321,8323951
4781,11501634
4704,14878963
5214,19462549
4914,11501083
5699,17250246
5614,5784905
5647,11500393
4892,12138568
5721,17439502
5515,10913253
5435,7729692
5127,7504788
5405,19485155
5257,5540840
5154,12142636
4754,11501135
5574,17460572
5565,14709244
4854,11486462
5145,7505720
5399,5534107
5305,7726203
5280,12136976
4971,10919121
5468,7504224
5029,14728492
5444,8327491
5397,8334826
5136,19464080
5060,18394647
5489,14714582
5338,14696271
4992,8114357
4784,14716612
5606,17441601
5350,17257682
5509,17430896
5454,7733949
5327,8867693
4790,8866921
5286,17236965
5386,8867691
5633,8854933
4739,12125506
4884,14877474
5630,7505721
5256,8854658
5433,11476003
5287,17801337
5288,12135461
4896,19483559
5115,8111425
5692,17255159
5082,8862595
4696,8104244
5492,14874401
4716,8106671
5535,5756037
5174,17800815
5106,17460296
5508,11478250
5466,5793031
5590,8117056
5031,12593889
5297,12132090
5664,5805406
5037,11492758
5084,8089555
5455,8337983
5279,5519158
5543,8109316
5158,17806409
5146,7504278
5027,8112487
4702,17802391
5714,5518738
5007,10925533
4837,17235145
5642,5799071
4937,12135385
5608,8328593
5094,19465840
5591,7504227
5385,8878869
5669,8117062
5165,8879132
5149,8335686
4773,8329878
4988,8337920
4838,14898726
5265,17806383
5501,8886202
5610,8116988
4760,5788228
4868,12150281
5234,5552411
5284,8314539
5253,5797675
5187,19465811
10891,7566620
10774,6076054
10087,20748496
10815,10308065
10562,7566466
11358,10318409
10522,10274150
11177,15850645
10907,550652
10204,12846995
10102,4079496
10769,523680
10034,6524802
11467,4278770
10750,6531638
10673,9306047
11501,4983851
10830,2502136
10798,6392176
11578,11786980
11561,20418400
10710,7544088
10919,15850681
10112,10310685
11342,547002
10711,4244907
11280,7549352
10255,547217
11059,18096367
10321,11784362
10273,6505224
10444,4255947
10182,13960699
11502,18088405
10862,4275497
11499,6070035
10007,4988423
10569,4270099
11339,7561446
10504,15550202
11003,16076534
11353,16057442
11121,15038455
10552,7264008
10524,16079592
10857,6390240
10083,4243153
11057,7550862
10969,12418788
11235,4994282
11629,6070290
10638,2487268
10190,12766523
10692,10307605
11447,15045529
10760,4986357
10006,12762664
10456,13952403
11269,550647
10625,4986901
11126,6380868
11145,21587632
11426,15546788
11441,7256542
10597,18099171
11511,15850333
10693,10327136
11005,15546630
10035,15860005
10013,7264252
10218,10307129
11036,9311690
10418,16257370
10733,16273803
11080,15848146
10168,4259433
10546,15548666
10660,796329
11681,20420822
10369,4244908
10296,20412209
11013,527096
10527,2766421
10727,12487581
10646,4996946
10565,2483662
11626,10307691
11634,779138
10893,16259488
10514,7245505
10008,543912
10749,4989902
10765,6515385
11023,11793236
10872,21593210
10505,16092819
10284,7561158
11457,19310484
10070,532355
11213,2499029
10829,9322334
10963,6068640
10804,11795428
10081,4999593
11165,20750554
10167,10307377
11245,4251057
10788,547352
11038,2488914
10548,2489405
10608,21590019
10535,11778466
11421,18086873
10186,4241836
10327,21590603
10169,6395125
11255,20421483
11640,4260211
10202,796070
10309,7559153
10574,10277994
10235,10327079
10203,789566
10508,10318948
10789,16249645
10708,527057
10555,12487279
10283,11785928
11272,12492694
10335,16076088
11295,10330144
11171,1678599
11450,2766380
10528,20730894
11094,7242998
11539,4280063
10950,16054389
10852,16259500
11233,18262657
10392,15860060
10104,7566674
10603,19310329
11446,20725087
10807,553706
11346,19310769
10315,20417802
11325,4098277
10806,16046946
10208,751010
11465,1694108
10549,534141
11487,10326972
10229,15548323
10018,2499081
10793,7566675
11192,19312779
10917,11784772
10206,6390501
11560,10331827
11411,16259705
10165,4999868
10212,15042550
10639,20060222
10019,20726212
11304,19317951
10828,16057604
10144,20060207
10409,6063279
10478,16067023
11157,4080206
11183,6062957
10301,16249675
10368,15043875
10384,15861015
10831,7245921
11635,4079017
10814,16087654
10497,15851631
10543,19314345
11232,12766117
11373,6515042
10584,7566621
11178,9322414
10866,2762520
11472,9319949
10129,535811
10452,9323941
11224,11796209
10971,6062527
10263,557565
10756,20750590
10027,12418777
11526,10326937
11586,10315351
11618,759187
11670,10289395
11405,4102319
10790,10310699
11545,15848260
11653,9315357
10455,4102624
11636,1674085
10832,15847962
10861,10272078
10139,6525952
10529,4985673
10209,527988
10809,15043668
11583,18102136
11513,18280028
10155,6386102
11460,13958844
10345,4244812
10967,18086781
10955,4089315
11046,12414271
10266,11789625
11530,12767932
10944,10292923
10180,1672798
10140,16046590
11514,6374965
10743,776079
10679,1676115
10048,12496939
10654,4097570
10036,12496951
10298,7245295
11370,4080170
10803,6508712
11562,7553517
11600,4242916
11105,6394055
10195,9311828
11482,4986743
11002,4079736
10706,6380121
11102,4069727
10589,4991162
11164,4999758
11603,2483428
10888,9313361
10326,7246106
10161,13944737
10921,20749621
10442,7564559
11515,20731973
11210,4986558
11273,15860518
10650,1695372
10459,4270181
10698,1682492
10072,7550127
11223,4088486
10942,13939522
10291,21593098
10262,15850405
11592,6524723
11337,16076598
10973,4996473
11300,18096671
10794,15841001
10196,10310781
10044,4080129
11262,10327118
11116,16079367
11555,9324687
10775,6512877
11218,4246541
10149,12847405
10644,6531804
10559,20730882
10812,543062
11462,7240732
10741,4278623
10899,6379167
10575,18038597
10282,7269899
10564,7265903
10799,10311607
11004,7254175
10265,527085
10762,4990275
10684,13945299
11330,6527261
11303,7543826
10085,13947018
10061,16241237
10279,560270
11419,534106
10242,18102294
11198,7248297
10472,13945305
10838,4987111
11065,13947164
10223,7542650
11099,4259407
11288,16247198
