snid,galaxy_id
23743,4152941
23151,4319562
24248,2847884
23536,19163206
24334,19153335
22866,16330149
24592,9164382
24819,20970476
24433,17625703
23521,5144893
23955,10107769
22617,5126495
20725,8020969
23177,1987267
23419,833175
24105,3619278
23923,8021754
24783,12877913
24530,10092880
20581,10091031
24728,19177981
23991,17893389
24736,19181558
24479,18485895
23301,835505
24815,9427913
23935,9164628
23871,18727084
24506,1987135
22817,4321720
24495,16336218
24050,14810120
23406,5147268
20474,15016003
24822,12961766
23608,53476
22913,19557414
24862,7647056
23275,5998832
22971,4152943
20938,19162920
23227,7645223
23155,19198299
23964,2552391
24472,14819129
20946,53707
24998,833019
24944,6095891
21504,20902451
24957,19559378
24350,5995760
20965,1987161
23007,2058483
23707,5124968
21909,13990637
24960,19166539
22542,19198321
24682,4152611
24145,9427737
23397,19558752
20983,2855417
23633,957102
23637,4321775
24107,17893771
23847,17621311
24060,837197
24811,1971159
23289,1987261
23864,10094844
22918,6008032
23976,4321923
24982,21676836
24126,12961825
25007,5120242
24953,2568425
24003,2568405
24333,18023220
22679,14472654
22726,16137777
23753,14822841
24271,1972784
23141,2422364
23591,2424720
21180,19166785
24200,16333594
23907,18484834
24746,21672814
23340,8450030
24926,4144464
23212,8021787
24113,5984915
24418,18731550
24955,17612543
22942,18479442
24355,15021874
22846,17621154
24396,1972051
22977,14812044
22762,10094904
22644,19553117
24739,17600529
24045,7829749
23922,2558303
22742,19163643
23012,4317967
21908,10102732
22756,19553075
22870,6008488
24849,5989338
20561,6008065
23936,1742620
24524,17892651
22832,18478896
24745,18004879
24669,951537
22850,17612505
22958,19181712
23516,18016119
23424,18725824
23403,4321754
20544,16142193
25008,5995264
23022,19548223
24416,19150600
23622,6002759
23897,7157585
20683,61248
24482,4318193
25023,1739430
22488,10104529
23760,7841292
23111,4311738
23932,14472787
22751,15010984
22347,2562013
22952,17626958
24826,2000982
23090,4313110
21431,4137809
23999,5147636
24033,6015805
23648,17613450
24215,2420719
21807,21672574
22982,17621044
24593,19556041
24078,6011126
23293,10105003
21177,8021904
20830,17893196
23224,16142355
24096,1734310
24058,4314641
24073,18478891
21785,18484883
22053,7645470
24662,53689
23630,4142350
24414,13692615
22818,1736530
23493,8019914
24187,5991989
23361,1739252
23447,10092536
22721,17609948
24965,53542
22550,1974949
24183,18735729
21399,5140553
24505,19178535
23487,10094856
23791,17893764
23510,10092895
23581,5995518
20856,4307479
23731,17893295
23468,20978147
24918,1734007
23501,19553098
23294,17621177
23382,10107824
24529,8016595
23314,839482
22825,9421370
24352,13987466
24098,4581241
23192,4305579
23928,16329989
24165,10108875
21916,1984882
22545,1735814
24863,5149070
24599,12881051
22782,1740330
23069,8453263
24318,18484469
23174,10104328
23482,8018257
24122,19175555
24730,14818089
23832,2424872
22576,2558089
24688,833105
22666,4139321
24721,52642
21935,15441854
24824,5995375
22540,16336051
23430,6008695
24144,19178190
25030,19553096
24241,14000671
24534,20972543
24575,7644455
24071,2853627
22823,4318422
23228,839492
23603,5993254
24044,16137837
24322,4138080
23541,1984553
20564,12877775
24504,19178368
24842,2067884
23786,18492394
23343,15012743
21059,14818532
24906,10107930
23972,2853757
24440,4318720
22616,18485745
24626,9423098
24441,19551800
23421,19149090
22068,20906435
23967,16331145
22664,16337693
22197,7842453
23892,19182914
23039,1983834
25021,17896698
22322,4319624
22565,4320600
24197,6006305
22906,19166736
23264,4136915
24806,5145427
24393,12961211
24754,7834126
20957,8755452
24042,19171323
23567,3613612
23869,2845954
24283,19159195
22916,15444060
22989,19551504
24119,1984641
24463,2560074
24975,19181715
23570,10086719
23222,2566569
24403,18006696
24153,18730682
24864,20976326
23235,15023751
24289,19181699
23427,9163868
22558,833245
22834,9424871
23437,16132890
23589,14478098
24683,17897515
24097,833947
22760,4152794
23728,19181859
21096,7642998
24278,21676827
24297,5994258
20182,18488007
20420,12961055
22774,4577644
24075,2839984
24909,4314802
24136,2851980
23291,17894668
24949,19176629
24262,17612530
21006,5984411
25000,7647047
24689,5143807
22861,19166552
23230,9426587
20460,1974295
23905,1984165
24564,5141688
24311,4155535
20827,1972822
20209,10092693
22984,59492
23414,5138192
23420,5147634
20124,10107079
23624,1740573
23380,7639938
22569,829660
23600,16334444
24840,2850702
23231,5138491
23037,5995363
23934,18733519
23773,4153913
23086,19177819
22778,19178548
23285,61260
24674,1974288
22683,14127587
23193,19555972
24332,10086454
20675,4137449
22394,19178723
23405,5126557
22327,1742578
24146,6013370
24789,4318577
23616,12876490
22919,19162547
23475,2560574
22827,55161
24897,13707600
24912,5149122
22798,18020840
24307,19166560
20775,6011804
24879,2558054
24834,4321731
22665,15008882
24090,2841658
24640,1987704
24566,13998666
24158,6008453
24961,19149757
23683,18013232
24190,17600985
24977,2568380
24896,18483211
24343,1735755
24076,13990426
23033,6008056
24419,4309920
23123,18484303
24611,9844754
24030,7841061
22923,1740714
22816,20976181
23488,12877879
24945,15024076
24732,59475
23350,4577637
23207,4317948
23243,18735850
23251,14477919
23537,10092721
24800,18737451
23762,6011895
21215,4318326
24704,10094835
24274,2056092
24548,5994719
23354,2067871
22864,20977868
23882,1734270
23469,4318574
24494,20970406
23082,1740742
23019,5130326
24137,19156279
24608,4322368
23478,10104364
23688,19157430
22720,1735797
24475,10094843
21198,19177892
22820,7642398
23122,5152302
24903,3619537
17613,19975864
16478,8004997
16934,10767466
15697,11365633
15889,3457555
15724,979219
16985,980477
17398,2019477
17818,17993239
17134,12510220
17556,19824090
16445,17959700
16387,963535
15860,971220
17272,11356666
17028,10761999
16537,17993672
16937,11054830
17427,19694069
16104,19693535
16383,11049796
17638,11057865
16562,19973388
15635,19802382
17337,11056887
16615,14565150
15667,11375945
16465,9054258
17454,17639137
15774,14562052
15848,19968243
16534,978053
17344,8003798
17403,11374487
15832,2030161
16352,14562011
17296,9054214
16827,19993683
16262,14567632
17435,10769018
17204,7994740
16989,10768632
17631,3303222
16080,9220620
16793,2039854
15970,2399755
17561,3321742
16811,3304814
15927,9224379
16905,9396761
17523,9389468
16310,14566994
16548,15567719
17729,11046213
16267,8000248
17541,11361784
17815,19655531
16268,14584807
16727,20446640
17460,978337
17416,19652961
16235,17993545
16978,12512425
17757,2115844
17793,19993611
16604,20150215
17422,17992489
16296,9212760
16918,9218722
15986,2026503
17748,11050732
17666,6304270
16337,17646042
15888,2039765
16584,18722752
16600,2411467
16722,19976468
17464,11042993
17724,9212324
16683,14569789
16193,9400027
15709,17978328
15964,2046146
17208,18630272
16995,11048370
17693,2405859
17466,10767075
17357,2039846
16739,18633499
15937,19842790
16629,18717002
15839,20450884
16418,17996075
16191,11362671
16644,14569163
17235,8004587
15769,18619803
17682,3313334
15725,2036098
16245,982245
16468,18710982
17009,17993203
16863,2039845
17418,9227980
16043,9408118
17068,11359184
15732,14578050
17141,17996105
15643,18631957
15828,15570622
15938,8004561
16613,11060171
17428,11374654
15639,9399816
15926,18724843
16749,20455894
17576,18714388
16125,18724822
16920,17644915
15945,11376017
16178,8004777
17538,18722173
16331,2027204
17118,3491533
17790,15569916
17432,11350950
16035,18615314
15865,17634196
16917,11350726
17798,3493297
17475,18002628
17020,11373022
15752,19802875
17057,3299696
17307,11378900
16256,14579428
17789,11363008
15934,17632907
17726,3493301
16987,2035837
17767,19648492
17645,10763144
16069,14568017
16623,6308370
16782,17949175
16723,14584223
17635,3457894
15791,972743
15887,9408151
15989,2026468
17810,18633585
16057,19971377
16617,968240
16628,10761165
17001,11050776
16097,20175320
16972,985017
17078,10760583
17075,11374507
17781,18004198
17186,11368474
17769,9399882
16892,20165804
17189,970913
16160,18623972
17580,11364044
16596,9396731
15984,18720565
17115,2048071
16041,964694
17233,18724693
17785,18725503
17447,18703207
16173,9228162
16568,11054862
17792,2026362
17313,14565819
15955,17985899
17747,11350035
16240,14569824
15837,19830061
17004,10763122
17061,2030803
15960,10761500
16861,9072273
15836,19816111
17041,2399674
15634,985031
17804,17964911
15876,18002753
17667,15568082
17603,18633721
17136,3319574
16751,980560
17801,17998103
15647,20150156
17278,17983731
15766,12941042
16181,971154
16761,3316227
15894,19972729
17383,12512575
16698,10761825
16581,9408186
17374,19803021
17542,19975104
16998,8745921
16826,9214616
16046,2404314
17546,9229789
16052,14561987
16414,19975348
16885,18719015
17302,14584572
16500,9212338
17720,11060101
16329,3320148
17171,2020556
17717,11042964
17614,18004254
17064,18634827
17300,11371498
17564,9389733
17646,2046149
17794,2405896
16877,10759705
15851,19991546
16328,8000184
16899,3458521
17759,3315837
16506,2029929
15805,8004713
17230,19990565
16524,14584461
17283,2409594
17027,8001717
16482,11037621
16654,11371693
17011,11357866
15661,8744111
16851,18725372
16762,10766308
16012,9061489
16242,959039
15949,18619222
15965,2026283
15722,9214765
16019,10769008
17015,18713839
15884,11059967
17530,2411432
16271,19656172
16314,9406221
15689,2031863
16129,14560073
16158,980527
17052,9072624
16474,14582789
17453,19975568
16838,10769103
16916,18725013
17205,3302731
16330,9054268
17088,3304876
17222,3319564
17123,9220632
16936,19984732
16401,10766240
16960,3321744
16290,15113862
16141,19827166
17651,10763182
17161,17644203
17470,14586509
17727,11362311
15942,19981335
17094,984961
16923,17996087
16676,3458532
16668,3316610
17562,17638163
15879,9230014
16635,2037525
16926,11362996
16447,979011
15718,15561579
17779,18634838
15788,20453372
16614,17993666
17175,10763618
17322,15571139
15971,18624135
15694,11346527
16365,2399848
17728,2027061
16770,972811
17328,11365804
16504,17990481
17166,17984831
17606,19990095
16595,9395251
16538,3321778
16666,15567490
15834,18632054
17351,20446629
16915,11374341
15700,11059850
16283,11365752
15849,964068
17694,9217968
16687,19657617
16779,2039877
17405,11365729
15804,8006397
16704,10767636
16060,18721093
17187,19655163
15939,2036629
16259,10767591
15850,14568753
16965,11362523
15826,7996153
16170,964083
16455,9218509
16620,19992317
16657,18625428
16606,2400032
15655,11352878
17097,11362991
17299,3308279
17573,18705729
17619,3306242
16651,2027203
16975,3301890
17691,6304347
16700,18724767
17168,11377894
17349,982683
16662,2409166
17533,7995281
16264,14577414
17034,9228272
16143,11374415
16821,17999622
15682,11055156
17425,19993720
17054,7996173
17526,17982141
17030,8001693
17367,11043009
15666,2411436
17513,12512578
17241,11363853
15985,10761268
16968,15570786
16958,8006390
17200,9228155
17805,2409360
15719,17954705
16741,9227986
16695,19830017
15652,9220530
17267,9408166
16177,11363669
16489,19991569
16151,11374388
15874,15567350
16206,3307023
16878,2026450
16774,9395191
15936,18722161
15872,11372301
16410,9393031
16959,9063287
17249,14586756
16843,11374669
16996,17982526
15838,18710178
17659,20149964
16555,19978503
16641,9218270
16395,9221033
16946,17985890
16835,15950112
16203,11058294
17698,10765010
16630,19817307
15768,11058112
16297,14567022
15703,3485002
17441,3321818
15751,18724731
16007,11365823
16110,964716
16357,3457860
15684,7987036
17437,12941052
17347,11618091
16289,20453046
16102,6307533
16157,14560320
16758,9228183
17799,10765043
16742,18722743
16602,2047149
17673,11060161
15882,9220561
16775,17996079
15759,11044605
15833,2399896
16663,11368750
15979,11365676
16931,17998638
17754,9396799
15740,18002667
17382,9390459
17316,17993190
16236,19975072
16984,18004225
16045,11050700
15893,9230008
17478,20455668
16808,2027201
15929,14586580
16689,11373609
16757,14568100
17016,17995869
16370,18709074
17706,18633802
15881,19694080
15761,11363177
16754,2037500
16938,20155521
17232,8744591
15923,10768101
17224,8745731
17360,11050789
17197,8004939
17696,2043945
15669,19963811
16239,3304702
17220,18624197
17481,9209946
17537,2409391
15758,20149679
16855,978260
16480,2400031
17816,14584136
16000,3321785
16114,3471321
16680,9395022
15790,14567642
16408,14563246
16652,11362880
16149,11375940
16755,9220608
17170,3316257
16501,2045254
16564,7986706
16941,10767129
16967,14567822
17237,9396157
15980,9406219
17201,19826944
16942,9406026
16814,9217279
15999,9396078
16238,3305892
16619,966703
15743,15570493
17758,9054206
16085,17983291
17782,15569582
17497,14567523
17528,11048568
15650,18722152
16705,17977264
16785,3485484
16004,14569795
16966,978621
17250,11041493
16834,10764026
15914,2016215
15668,3853917
17660,3319998
17062,9390239
16091,17987378
17502,19819553
15998,9389547
17496,9225203
16823,8000026
17018,11048412
16585,2029128
17519,18724836
15901,18625406
17080,18623958
17456,15572500
17514,9217181
17650,14574044
17396,15113893
16039,9214315
16576,19993642
17459,11350917
16847,972758
15852,11374736
16850,17959941
16324,19975326
16643,19822824
16859,11362985
17035,11359194
17634,18624631
17315,14586217
17738,3305583
16128,15572233
16122,3301075
15695,11350914
16243,18614027
26121,18666550
26005,14530635
27473,3907833
27071,21687058
25371,6299939
26579,3916293
27505,8499841
25273,11983803
25505,12289825
25669,17697652
26216,12359878
26325,15527307
26718,20920898
26502,6367715
25716,8512446
26956,10816700
26811,8570118
27256,5348578
25619,11986548
27457,8502319
26986,8509485
26759,5300195
25989,11993204
27746,19374932
27515,1170546
26333,21682409
26364,17905845
27766,15528985
26542,1175631
27217,7969252
25473,20925429
26914,18235728
25859,12357103
27090,18659918
27346,5339803
25784,19222962
27173,8512380
27752,1175509
26182,10556423
25799,8570980
26696,21040048
26623,17698126
25672,11985029
25292,21038275
27529,18802313
25359,21030888
27029,6298234
25972,11253673
25826,18802324
27475,6333407
25397,5168038
26868,20925314
26203,5163783
26316,15524317
26735,18803744
26077,18238208
26972,17906230
27213,19397170
26975,20652970
25729,5303517
25127,20643318
26613,12351581
25100,5169012
26681,10803366
25984,1151467
25145,8501039
26877,12009955
26637,8759935
25557,12297112
27621,10790530
26451,18235250
26478,5348272
27026,17715143
27039,6326619
27329,8760250
25160,3906228
26925,3913433
25568,20652780
25416,18814579
27698,15122716
26806,12359157
26773,12359869
26854,19381035
27062,10817775
26669,5348416
26249,3373289
26244,18240122
27188,20651546
25046,10800466
26753,11990881
27111,3914263
25929,10811294
25788,10815989
25500,12292054
27533,20915104
25670,17688355
27567,21034141
27143,6334748
25184,18810769
25732,18671194
26716,15527102
26655,14519501
25489,11249594
25633,6239472
26765,17717823
27484,18235384
26829,14519346
27422,12355940
27281,10803146
25773,19371795
26801,18665435
27006,5170628
25796,15526016
25886,14533793
26684,20187879
26520,18357067
26483,12004870
26611,18240190
25231,19397358
25413,14532077
26016,15528992
26714,11177307
27112,21038816
27641,17693188
27655,5300824
26431,11251209
25978,6368532
26337,14519699
25653,8512435
25032,7975324
25806,6366595
25451,10817726
25735,10812061
25736,1172347
27423,12350825
26375,14530578
25225,18356281
25976,17691061
26812,19872364
26848,19230504
27360,5339880
25877,18234312
26974,11993241
26064,7969354
26556,6326742
25948,1177176
26790,17904702
25203,5171498
25185,10810906
25900,20919154
27305,12357200
26513,19376084
25879,6331297
26558,8512410
26730,1175273
25899,15119285
26079,2870754
27220,21684334
26242,19380398
25946,17692358
26429,17696616
26763,6332961
25866,18814443
27732,21038399
25638,11181774
25998,19377867
26631,1170492
25593,1172335
27417,5300679
26477,18358279
26527,20641035
25661,6322211
25360,19223542
26444,19222796
26007,10814923
25713,15122559
27536,20922925
25987,15124165
26476,12358521
27685,19397783
25926,10818210
26573,11991236
26672,6371715
27144,15528916
25941,20923594
25323,15527199
27639,15122393
25156,7971307
26159,6334336
25424,5168566
27307,3908362
25113,6332851
25625,11983742
27318,19228699
27687,18813924
25697,19871501
26218,12020956
26557,17716909
27348,6366405
25153,10817752
27327,17903168
27649,20644518
25916,8758469
26519,19225081
26952,12293040
25481,18235164
26345,19368468
26202,7974496
25438,3904904
25088,20182454
26823,8498765
27142,12293420
27355,15521937
26852,8507331
25516,10814434
25992,3372577
27530,6326418
27085,10807815
26858,8760268
27187,17688529
25810,11241764
27508,2871670
25742,15162212
26076,18801263
25723,17696585
25408,12291842
27416,7969230
26334,10800162
25136,5168051
27259,10814614
25268,17716610
25865,10818399
26516,7970954
25615,18811118
26668,5300943
25755,12296418
27518,20909256
25822,20182747
26230,8509400
26968,15522244
25037,6324319
25801,3907896
26844,19866347
26905,6328491
26703,18238233
27427,19225117
25389,18228332
26428,9806060
25740,3908122
27082,19222783
26108,20643488
26533,21033993
25860,5170610
25448,10789832
25072,19862948
25374,5163717
26510,12716655
27127,11991371
27623,6298147
25707,1177225
26525,11181288
26436,2867569
25321,18228232
26518,18802269
26220,17906219
27434,19871518
26584,20188344
25455,6332968
26327,5351407
25693,20919632
25708,10817469
25721,17696425
26283,9803541
26491,8509613
26775,12297333
27314,15122545
25595,15529005
25206,12343888
25355,5302330
26329,10800106
27272,20184698
26600,19229090
26856,19380415
26141,20184696
25949,18231263
26805,20915235
25372,3912135
25300,17698915
27525,10818130
25878,6334693
26285,18235260
26605,19869615
26614,1177092
25137,18811166
25614,12291968
27233,14530888
25644,6366511
27254,20907514
26006,18802301
26445,19371587
27719,5166109
25532,6366299
25314,20651390
26190,5171597
26109,17698301
25298,6326463
26181,12348954
26503,18235464
25643,14515979
27581,18804319
26464,18810795
27693,18610141
26772,10814896
26432,14530862
26067,15120065
25228,14521526
25343,15162357
27109,3369693
26788,11241758
25766,10800156
25645,6334703
25652,10794274
27402,21685910
26581,20182752
25776,20639165
25085,12297347
25320,3904766
26940,20643851
26120,15519313
26382,1172322
27288,872216
26589,12716928
26885,19871344
26607,20652012
25654,18356754
27323,21034847
25395,20910828
26330,17694471
26339,11242358
27527,20184694
26869,8759977
25040,18813550
27521,19224016
27435,11993168
25071,19225388
26280,5162977
25609,12341685
27291,12339145
27632,8577058
26068,10794449
26784,9803629
26353,17904305
27057,12359136
26266,20644366
26407,18813578
26437,18356035
26469,18240214
27488,3370664
26671,5339779
27547,5351449
26099,18801616
27452,15122287
25618,12339863
25587,18237398
25218,19862807
26069,3912675
26846,6371659
27633,17716077
25165,19224097
25906,10814898
26797,11993238
25905,15122431
25474,19868105
26268,8568960
25379,5168330
26187,5169353
26743,9806567
25802,6326376
27086,19377604
27243,18359938
27060,8760095
25475,11251368
27722,10800301
27636,2869717
27345,15122052
25728,6332384
25569,5341925
25396,15520576
26086,18611433
26624,5348291
25240,7970971
27385,10789870
27027,1151841
25901,8531778
25601,5302984
27694,14530759
25310,6368482
26071,20922607
27212,19434336
27321,15128074
25765,10810068
25681,19367285
25613,8512360
27677,6371577
27768,20182987
25246,6360901
25266,10817769
27218,1172373
27059,6292755
27058,18812844
26243,15528541
26955,19869553
27667,10814779
25344,15527053
26816,15527272
26984,18238216
25908,19222977
27534,5169310
25730,12291899
25870,21035930
26100,11985031
25367,12299025
26834,8568901
27222,3910174
25545,19867370
25275,10817844
25418,1172375
26618,19226860
27135,3913944
26894,9795427
25627,20647286
25351,5297711
26760,10803379
25537,21031216
26507,7967821
27729,21034504
27266,18233651
27446,15524676
25846,7969023
26879,5300959
25741,6334897
27462,15162414
27354,20644147
25902,6333108
26687,5339521
25787,12020806
25488,11246915
25354,5296749
26876,19369994
25262,12299052
26380,10558162
26515,6328467
26787,8566755
26156,19222039
26395,5350763
25966,12014731
25552,15522761
25217,10792314
27738,8509403
25965,8499743
26691,8505116
25539,12356723
26900,12356927
25076,19228649
26105,19380873
25456,11245182
26258,15162291
25063,5348466
25110,15127020
27191,6322667
27467,8575445
25564,14518764
25700,2870200
25318,3906750
26430,21038197
27351,9803577
27590,10817070
25560,18802531
27548,6371734
27279,5166794
26340,12023202
27494,19226548
25283,19397339
27290,5302720
26057,15122711
27716,18238161
25450,5341936
27370,20639332
26949,11993224
26305,3912033
27219,10803380
26962,12023204
26247,18356176
27121,8758398
25835,17696470
27053,12356837
27705,12356238
26630,5165034
27618,2872313
27647,15519835
26021,17904696
27211,21687095
26538,18801826
26661,10814388
25519,17697670
26172,8510410
25778,17716650
26807,20644203
27686,10797263
27734,14521477
25820,6323767
27765,12297042
26512,21038407
27180,3373517
26987,20644260
25857,10817766
25991,18359896
27277,12291991
25361,15162476
27018,18671217
25861,2871369
26227,20639067
26564,18813105
27486,12351247
25232,15162419
26045,12353783
26308,3908097
25597,10814700
26942,19230482
27200,8510241
26632,19220355
26514,5163777
26166,8499855
25536,7974234
26822,11175191
27606,12356249
27020,9803588
26994,18235320
25918,12012405
26196,19229553
25711,6294545
26318,12349095
25880,12299056
25352,19225076
27182,6364509
27631,3916306
26750,11989644
26678,15162423
25264,18611674
27115,15122788
27149,3623543
27042,6334707
26355,10815925
27138,20646570
26875,20190251
26386,1170277
26204,12012309
25332,10791205
25375,11993831
26737,12351535
25095,7974509
25971,9803513
26328,2872318
26389,5341333
25426,7970948
27479,19395335
26383,11245197
25195,5167798
26776,3913992
25617,14532293
25680,6328508
25135,10800229
27474,8575515
26035,11245286
25951,19397385
26094,8503836
26050,18812522
27409,8575603
26866,11251196
27744,8501325
25329,15122612
26384,7969150
25176,10791029
25943,19222747
25882,10810283
27700,12015065
26924,6326304
26690,17715854
27425,17905600
25405,20651641
26171,20181415
26656,8578016
26191,19380449
27645,19871993
27391,6328880
25507,11246477
27411,21037044
26863,11986429
26704,19395026
25074,3915531
25504,10814391
27361,15128090
27728,21038327
25356,12716294
26463,19229435
26662,20643645
27223,15162493
25812,7970140
26594,12016215
26044,15122704
26393,5300776
25970,19867268
25256,8499843
27252,8570993
26224,12297826
27419,14528069
26183,7970667
26306,5163800
26828,5165479
27081,2870575
26595,14519559
26223,12012288
25577,18667674
27630,5348330
25326,6366339
26596,19871894
27684,21683265
26947,7970512
25129,11253678
26761,19869532
25535,20653027
26101,17717667
26741,18807272
25792,19867429
26719,11244935
27151,18227223
27695,6332995
9606,17484201
9212,11534607
9346,7756903
8708,11518895
8735,17506980
9995,10629844
8655,5829842
9068,10629758
9368,17299297
9345,15764970
8874,8906594
8647,17706
8917,5857512
9646,5872924
9287,14740451
9475,2889145
9423,5871427
9869,15762270
8738,5850884
9934,7757140
9770,8361849
9297,5570165
9956,17277498
9957,5573286
9244,2240157
9184,17486526
9788,17503788
9372,2755180
9414,5840608
9516,12186165
9530,8357661
8741,12184133
9037,14918332
9506,17514668
8466,2236841
9729,7762908
9920,11521066
9503,15760229
9310,14754522
9658,14756849
9685,18408743
8492,17277404
9787,10617165
9039,14938377
9051,2235981
9363,5850840
8975,5830718
9865,2235490
9041,12186168
8898,17273711
9616,5894149
8806,8891094
9157,17498592
9381,8151803
9031,2146562
9057,10938285
9796,5561151
9471,12178580
9393,10944807
9842,5833927
8963,2236514
8959,7764653
9120,4958327
9734,12184208
9565,4979589
8846,5850761
9227,2142703
9851,15760410
8634,10952326
8564,5843311
9990,10627747
8544,18412218
8517,17525034
8719,5834038
8797,904549
8491,8379772
9597,17270501
8995,9606763
9916,904571
9293,18439679
8505,18434743
8613,7642
9989,11503771
9587,5890546
8504,8916421
8608,8926584
9855,14758559
9973,11510810
8808,14759157
9294,14754652
8716,4979256
9332,17277467
8749,5890739
8835,5573493
9340,4977069
9127,14762500
8673,4971220
8861,4958702
9019,902527
8776,899828
8493,5900410
9809,5852932
9978,14940760
9425,17527777
9838,17523382
9301,9613166
9949,5897391
9613,5576662
9749,14930837
9418,15767397
8740,5562945
9326,9726
8848,7769655
8598,5842816
8441,2750672
8699,5847765
9119,19512768
9027,17499377
9122,7769535
9880,8918649
8513,17291788
8464,17277538
9421,5894127
9813,5846519
9397,8127366
9676,8355603
8853,896145
8872,17525044
9146,10629766
9543,11531587
8938,17486800
9197,4975510
9650,12177674
8641,5897671
8467,18423380
9711,2236917
8818,5852124
8679,5596000
9792,10634654
9278,14748456
8966,13735557
9876,10617065
9465,7756669
8468,14754552
9926,18408592
9101,11536298
8687,11505035
8447,5887084
9626,8153002
9470,5587984
8939,7748502
9915,4981093
8918,9808633
9496,11511229
9373,5890231
9837,17497542
8488,8898961
8866,15760434
9369,15759123
9705,17511555
9374,10615202
9727,5897680
8508,896484
8845,14738374
9178,10629778
8609,898254
9388,2148542
9167,14931016
9608,7768074
9280,14738874
8651,8384272
9160,8161846
9713,7760004
8998,902365
8812,8468
9782,14763737
9226,10615472
8541,8892447
9846,17931
9644,17294050
9194,8382381
9979,4981109
8725,8356592
9342,17273685
9236,18439241
9436,902336
9970,5593802
8668,18410784
9834,17276477
8944,10614722
9805,21567036
8914,18434577
9948,5846918
8697,14763347
9737,17497615
8830,8925111
9991,17491655
9785,17290705
9513,10615087
9112,14738501
9435,17511101
8774,10614966
8940,17820808
8542,4643202
8773,8537
9648,5847583
9958,10952305
8819,5833988
9861,18423907
9072,2232280
8869,5894120
8790,12186152
9283,5841356
9417,17299171
8899,8896247
8967,5869153
8559,21566616
8495,17527608
8722,17816628
9555,19495567
9145,18414914
9235,10624859
9677,17292490
9351,8896259
9736,11504511
9708,17273722
9029,2893482
9844,19495217
9295,5596017
9636,10950663
9906,14754878
9984,4954570
9930,5867133
9741,17513937
8750,17291246
8925,11515007
9832,14927796
8856,2890536
9704,5560677
9052,5577423
9378,17492066
8996,18439396
8461,18437770
8672,17273710
9284,5850600
9794,5596084
9147,5890529
9680,5569020
9196,5837157
8816,7763181
8852,10633218
9462,2894911
9910,17820754
9619,5872866
9043,8897986
9731,17525027
9943,17527678
9857,8372604
9472,14728714
9110,10629832
8472,4973097
8800,18426487
9585,2237422
8977,8141465
9415,10957042
9386,10615077
9645,14763477
9028,8382145
8522,5881208
8838,17299166
9559,4976602
9806,15760181
9136,9606262
9828,19517072
8943,5868334
9580,11521032
9802,10633012
9960,17527779
9743,898276
9048,17531657
9918,17285314
8624,14756984
9486,18437716
9591,10632946
9549,17820825
9206,2237319
9617,2236045
8909,5853843
8813,17490742
9040,5573409
9106,17494424
9527,8367234
8684,11519387
8597,2895918
9819,2140079
9882,5869164
9427,19503840
9067,17494405
9281,5848
8807,7767709
8761,4958104
9681,17273893
9128,5560804
8931,2241557
9546,5846662
9982,4981103
9722,5824554
8782,11536345
9013,10606602
8457,5877651
8991,7779976
9049,14951298
9981,17525026
9891,17514596
9686,11531505
9482,10947325
9940,4980353
9941,2239707
8757,17523756
9689,904565
9077,17820768
9752,15759259
8721,14941880
9641,9611702
8888,8152327
8643,9221
9757,8905226
9408,5593461
8454,17515958
9508,4981154
9116,11536297
9969,17741
9901,5890412
8794,11510217
9823,17277545
8573,11517184
9290,19501952
9998,5851978
8873,10950614
8951,8896302
9383,8921533
8525,5890405
8788,8921536
8717,5881210
9690,14951839
9799,5825589
8876,15762309
9569,9611797
9630,5596066
9501,7770096
9724,5585134
24526,1012762
23025,17654771
23610,9530715
24735,1016904
24827,1017116
22680,8670352
23861,17653832
24194,6234248
23386,1005633
24285,8757387
23349,11163508
23873,12463512
23981,15154238
22722,19359449
24141,19346374
24623,18341825
23682,9535982
24244,15937926
24304,5407689
23456,19359686
24817,15826851
24051,15824895
24967,18344386
24775,7659521
23696,15146608
23426,18333532
23239,2197084
23741,15947429
23911,15944818
24771,15111307
22894,8666825
23221,2206585
23356,7041926
23229,19359628
24922,8669660
23133,5422791
23952,9652134
22960,11972001
22618,7037586
23774,6233322
24940,8665139
23989,15946910
23423,15828136
23495,5320331
23138,7658006
23775,12335397
23643,18324530
23445,6288766
24484,2207250
22796,5315140
23601,2613213
24353,5284681
24308,1004744
24011,15102782
24699,17666860
22596,8756257
23632,8658533
22706,15838332
24191,9655034
22799,17682580
23835,15601311
22585,6348183
24622,5329031
22646,9528882
22822,10775461
22524,17660247
24774,5315203
24532,5414409
24160,19359527
24409,12324501
24367,17661783
24361,6225461
24026,19364206
24542,6236379
23210,7661527
24543,15834898
22903,8663279
23393,2204252
23858,8558467
23077,2200198
23815,13345884
23402,1009966
23540,12463127
22520,15837324
23358,9529510
22842,15934119
23310,2198292
24565,15109436
23681,15825688
24550,15152314
23829,8666149
24421,8660731
24643,15838322
23387,12332906
25003,15109099
23792,5424509
24778,9165653
24790,13345956
23979,6281665
24860,19350693
23198,8757968
22908,12465548
24930,13336806
23879,15599065
24480,19351507
24884,2202019
22809,18658418
24525,5415341
24531,19364050
24040,15938795
23052,5331939
24171,18658547
24366,15600295
24547,2204520
24781,5418398
24211,15111044
22812,2207196
24598,15930317
